Product Name,SIZE,COLOUR,Brand,Category,Details ,SELLING PRICE INCLUDING GST ( Y / N ),Discount ,title
340 - Beige,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Beige,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height -2  
Colour - White
Sole - Metro",2735,,
313 - Black,"36 - 1
37 - 1
38 - 3
39 - 2
40 - 2
41 - 1",Black,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height -2.5  
Colour - Black
Sole - Metro",2565,,
313 - Beige,"36 - 1
37 - 2
38 - 3
39 - 2
40 - 2
41 - 1",Beige,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height -2.5  
Colour - Black
Sole - Metro",2565,,
313 - Tan,"36 - 1
37 - 2
38 - 3
39 - 2
40 - 1
41 - 1",Tan,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height -2.5  
Colour - Black
Sole - Metro",2565,,
2560 - Black,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Black,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block 
Heel Height - 3  
Colour - Black
Sole - Metro",2675,,Black Criss-Cross Strap Symthetic  Heeled Sandals
2560 - Peach ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3 
Colour - Peach
Sole - Metro",2675,,Peach Criss-Cross Strap Symthetic  Heeled Sandals
2560 - Cream,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Cream,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3 
Colour - Cream
Sole - Metro",2675,,Cream Criss-Cross Strap Symthetic  Heeled Sandals
2369 - Cream,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 1
41 - 0",Cream,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3.5  
Colour - Cream
Sole - Metro",2675,,Women Cream Heels Sandal
2369 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3.5  
Colour - Peach
Sole - Metro",2675,,Women Peach Heels Sandal
2369 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 0",Black,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3.5  
Colour - Black
Sole - Metro",2675,,Women Black Heels Sandal
2041 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 3
41 - 0",Black,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 4  
Colour - Black
Sole - Metro",2675,,Women Black Stylish Buckle Strap Block Heels Sandals 
2041 - Cream,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 4  
Colour - Cream
Sole - Metro",2675,,Women cream Stylish Buckle Strap Block Heels Sandals
2041 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 4 
Colour - Peach
Sole - Metro",2675,,Women Peach Stylish Buckle Strap Block Heels Sandals
S01 - Yellow,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Yellow,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3  
Colour - Yellow
Sole - Metro",2675,,yellow 3 inch pointed Buckle Women's Heels
S01 - XX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3  
Colour - XX
Sole - Metro",2675,,brown 3 inch pointed Buckle Women's Heels
S01 - G A R,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",G A R,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3  
Colour - G A R
Sole - Metro",2675,,white 3 inch pointed Buckle Women's Heels
S02 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3  
Colour - Black
Sole - Metro",2675,,Black 3 inch pointed Buckle Women's Heels
S02 - Cream,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3  
Colour - Cream
Sole - Metro",2675,,Cream 3 inch pointed Buckle Women's Heels
S02 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Pointed
Heel Height - 3  
Colour - Peach
Sole - Metro",2675,,Peach 3 inch pointed Buckle Women's Heels
2347 - AXX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",AXX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3.5 
Colour - AXX
Sole - Metro",6265,,Golden Embellished Ethnic Party Block Heels
2347 - XX,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3.5 
Colour - XX
Sole - Metro",6265,,Gold Embellished Ethnic Party Block Heels for bride
2557 - Sultan,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 2
41 - 1",Sultan,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Sultan
Sole - Metro",5425,,Women Sultan Casual Sandes 
2557 - Red,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1",Red,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3 
Colour - Red
Sole - Metro",5425,,Women Red Casual Sandes 
2537 - Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Sultan,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3 
Colour - Sultan
Sole - Metro",5425,,Women Sultan Synthetic Block Heel Sandal 
2537 - XX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - XX
Sole - Metro",5425,,Women xx Synthetic Block Heel Sandal 
2248 - Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Sultan,TAGS,SH,"Upper Material - Synthetic 
Heel Type -Wedges
Heel Height - 3.5
Colour - Sultan
Sole - Metro",5985,,"Bridal Rose gold wedding wedges, Mules"
2248 - XX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Wedges
Heel Height - 3.5  
Colour - XX
Sole - Metro",5985,,Bridal Embalished Fancy Block Heel Sandal for Women
2480 - AXX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",AXX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Wedges
Heel Height - 3.5  
Colour - AXX
Sole - Metro",6265,,Women AXX Synthetic Wedges Heel Sandal 
2480 - XX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Wedges
Heel Height - 3.5  
Colour - XX
Sole - Metro",6265,,Women XX Synthetic Wedges Heel Sandal 
2593 - Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Sultsn,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2
Colour - Sultan
Sole - Metro",6265,,Women Sultan Block Heels Synthetic Sandal
2593 - XX,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - XX
Sole - Metro",6265,,Women XX Block Heels Synthetic Sandal
2584 - Sultan,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Sultan,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Wedges
Heel Height - 4  
Colour - Sultan
Sole - Metro",5985,,Women Sultan  Party Sandals
2584 - S S,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1",S S,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Wedges
Heel Height - 4  
Colour - S S
Sole - Metro",5985,,Women SS Party Sandals
2643 - Red,"36 - 1
37 - 1
38 - 3
39 - 3
40 - 2
41 - 1",Red,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3 
Colour - Red
Sole - Metro",4865,,Women Red Synthetic Block Heels Sandal
2643 - XX,"36 - 1
37 - 2
38 - 3
39 - 3
40 - 2
41 - 1",XX,TAGS,SH,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - XX
Sole - Metro",4865,,Women xx Synthetic Block Heels Sandal
SB01- Green,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Green,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Green
Sole - TPR",1835,,
SB01 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1835,,
SB01 - Black,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1835,,
SB01 - Grey,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Grey,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Grey
Sole - TPR",1835,,
SB02 - Grey,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Grey,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Grey
Sole - TPR",1785,,
SB02 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1785,,
SB02 - Cream,"36 - 1
37 - 2
38 - 1
39 - 1
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1785,,
SB02 - Yellow,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Yellow,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Yellow
Sole - TPR",1785,,
SB03 - Black ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1725,,
SB03 - Grey,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Grey,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Grey
Sole - TPR",1725,,
SB03 - Silver,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Silver,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Silver
Sole - TPR",1725,,
SB03 - Chikoo,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chikoo,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Chikoo
Sole - TPR",1725,,
SB04 - Grey,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Grey,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Grey
Sole - TPR",1835,,
SB04 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1835,,
SB04 - Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Sultan,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Sultan
Sole - TPR",1835,,
SB04 - Antique,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Antique,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Antique
Sole - TPR",1835,,
SB05 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1835,,
SB05 - Chikoo,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chikoo,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Chikoo
Sole - TPR",1835,,
SB05 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1835,,
SB05 - Green,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Green,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Green
Sole - TPR",1835,,
SB06 - Black,"36 - 0
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1725,,
SB06 - Cream,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1725,,
SB06 - Purple,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Purple,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Purple
Sole - TPR",1725,,
SB06 - Peach ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1725,,
SB07 - Peach,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1785,,
SB07 - Cream,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1785,,
SB07 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1785,,
SB07 - White,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",White,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - White
Sole - TPR",1785,,
SB08 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1835,,
SB08 - Peach ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1835,,
SB08 - Purple ,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Purple,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Purple
Sole - TPR",1835,,
SB08 - Cream,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1835,,
SB09 - Cream,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1725,,
SB09 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1725,,
SB09 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1725,,
SB09 - White,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",White,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - White
Sole - TPR",1725,,
SB10 - Cream,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1665,,
SB10 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1665,,
SB10 - Blue,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Blue,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Blue
Sole - TPR",1665,,
SB10 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1665,,
SB11 - Cream,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1785,,
SB11 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1785,,
SB11 - Green,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Green,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Green
Sole - TPR",1785,,
SB11 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1785,,
SB12 - White,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",White,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - White
Sole - TPR",1835,,
SB12 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1835,,
SB12 - Tan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Tan,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Tan
Sole - TPR",1835,,
SB12 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1835,,
SB13 - Tan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Tan,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Tan
Sole - TPR",1785,,
SB13 - Grey,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Grey,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Grey
Sole - TPR",1785,,
SB13 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1785,,
SB13 - Peach,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1785,,
SB14 - Cream ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Cream,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Cream
Sole - TPR",1785,,
SB14 - Tan,"36 - 1
37 - 0
38 - 1
39 - 2
40 - 2
41 - 1",Tan,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Tan
Sole - TPR",1785,,
SB14 - Green,"36 - 0
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Green,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Green
Sole - TPR",175,,
SB15 - Tan,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 1
41 - 1",Tan,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Tan
Sole - TPR",1725,,
SB15 - Black,"36 - 0
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",1725,,
SB15 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,YF,"Upper Material - synthetic 
Heel Type - Flat
Heel Height - NA  
Colour - Peach
Sole - TPR",1725,,
359 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Black
Sole - Metro",2625,,Women Black Block heel sandle 
359 - Beige,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Beige,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Beige
Sole - Metro",2625,,Women Beige heel sandle 
344 - Gray,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 1
41 - 1",Gray,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2.5  
Colour - Gray
Sole - Metro",3125,,Ladies grey fancy block  heel chappal
344 - Peach,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 1
41 - 1",Peach,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2.5  
Colour - Peach
Sole - Metro",3125,,Ladies peach fancy block  heel chappal
344 - white,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 1
41 - 1",white,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2.5  
Colour - White
Sole - Metro",3125,,Ladies white fancy block  heel chappal
310 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Black
Sole - Metro",2735,,"Classic black vintage statement Block Heel Sandals ,"
310 - Begie,"36 - 1
37 - 0
38 - 2
39 - 1
40 - 2
41 - 1",Beige,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Beige
Sole - Metro",2735,,"Classic beige vintage statement Block Heel Sandals ,"
310 - Yellow,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Yellow,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Yellow
Sole - Metro",2735,,"Classic yellow vintage statement Block Heel Sandals ,"
346 - ANT,"36 - 1
37 - 2
38 - 0
39 - 2
40 - 2
41 - 1",ANT,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - ANT
Sole - Metro",3125,,Women Synthetic 3 inch Block Heel Sandal
346 - Silver,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Silver,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Silver
Sole - Metro",3125,,Women silver Synthetic 3 inch Block Heel Sandal
346 - Sultan,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Sultan,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 3  
Colour - Sultan
Sole - Metro",3125,,Women brown Synthetic 3 inch Block Heel Sandal
309 - White,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 0",White,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - White
Sole - Metro",2115,,Women's White Western 2 Inch Block Heel Fashion Sandal
309 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - Black
Sole - Metro",2115,,Women's Black Western 2 Inch Block Heel Fashion Sandal
309 - Peach,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 0",Peach,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - Peach
Sole - Metro",2115,,Women's Peach Western 2 Inch Block Heel Fashion Sandal
358 - Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 0",Sultan,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - Sultan
Sole - Metro",2795,,Women Sultan Wedges Block heel sandle 
358 - Gold,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Gold,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - Gold
Sole - Metro",2795,,Women Gold Wedges Block heel sandle 
358 - Silver,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Silver,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2  
Colour - Silver
Sole - Metro",2795,,Women Silver Wedges Block heel sandle  
326 - Peach,"36 - 1
37 - 1
38 - 1
39 - 2
40 - 2
41 - 1",Peach,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Wedges
Heel Height - 2.5  
Colour - Peach
Sole - Metro",3685,,peach stylish fancy comfortable heel wedges for girls women
326 - GM,"36 - 0
37 - 1
38 - 1
39 - 2
40 - 2
41 - 1",GM,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2.5  
Colour - GM
Sole - Metro",3685,,grey stylish fancy comfortable heel wedges for girls women
326 - ANT,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",ANT,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2.5  
Colour - ANT
Sole - Metro",3685,,brown stylish fancy comfortable heel wedges for girls women
356 - Peach,"36 - 1
37 - 1
38 - 1
39 - 2
40 - 2
41 - 0",Peach,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height - 2.5  
Colour - Peach
Sole - Metro",2625,,Peach Elegant Block Heel Sandals for Women    (356)   
356 - Chique,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",Chique,TAGS,ST,"Upper Material - Synthetic 
Heel Type - Block
Heel Height -  2.5
Colour - Chique
Sole - Metro",2625,,Chique Elegant Block Heel Sandals for Women  (356)
